Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
43590635;1000873164341347100;63741746121607;(-0.047, -0.085, -0.257);(358.175, 350.132, 358.685);VALID;-0.0106592299416661, -0.00723717361688614, 0.999916970729828;0, 0, 0;VALID;-0.0031125012319535, -0.00907846819609404, 0.999953925609589;-0.0330438502132893, 0, 0;0.145986065268517;VALID;-0.0182053167372942, -0.00539544224739075, 0.999819695949554;0.0330438502132893, 0, 0;0.162515133619308;2;0.48569729924202
43590636;1000873164351335800;63741746121624;(-0.048, -0.085, -0.257);(358.129, 349.723, 358.668);VALID;-0.00752199068665504, -0.00766800157725811, 0.999942302703857;0, 0, 0;VALID;-0.000570390722714365, -0.00948024820536375, 0.999954879283905;-0.0330438502132893, 0, 0;0.14533793926239;VALID;-0.0144732026383281, -0.00585535867139697, 0.999878108501434;0.0330438502132893, 0, 0;0.165009543299675;2;0.499484300613403
43590637;1000873164361397900;63741746121640;(-0.048, -0.085, -0.257);(358.071, 349.304, 358.677);VALID;-0.00327908946201205, -0.00806976668536663, 0.999962091445923;0, 0, 0;VALID;0.00411050021648407, -0.00988066010177135, 0.999942719936371;-0.0330438502132893, 0, 0;0.143518969416618;VALID;-0.010668489150703, -0.00625840621069074, 0.999923527240753;0.0330438502132893, 0, 0;0.163199380040169;2;0.5267413854599
43590638;1000873164371463900;63741746121640;(-0.048, -0.085, -0.257);(358.071, 349.304, 358.677);VALID;0.0011856050696224, -0.00891834869980812, 0.999959528446198;0, 0, 0;VALID;0.00868017040193081, -0.0102294990792871, 0.999909996986389;-0.0330438502132893, 0, 0;0.144019305706024;VALID;-0.00630902918055654, -0.00760668283328414, 0.999951183795929;0.0330438502132893, 0, 0;0.165359973907471;2;0.550382971763611
43590639;1000873164381437500;63741746121657;(-0.049, -0.085, -0.257);(358.025, 348.823, 358.683);VALID;0.00501846568658948, -0.00938551221042871, 0.999943375587463;0, 0, 0;VALID;0.0129663301631808, -0.0104135386645794, 0.999861717224121;-0.0330438502132893, 0, 0;0.144329011440277;VALID;-0.00292972126044333, -0.00835688319057226, 0.999960780143738;0.0330438502132893, 0, 0;0.16572293639183;2;0.563520669937134
43590640;1000873164391506700;63741746121657;(-0.049, -0.085, -0.257);(358.025, 348.823, 358.683);VALID;0.00949954986572266, -0.00991673208773136, 0.999905705451965;0, 0, 0;VALID;0.0170660298317671, -0.0105057675391436, 0.999799191951752;-0.0330438502132893, 0, 0;0.144446402788162;VALID;0.00193252263125032, -0.00932712573558092, 0.999954640865326;0.0330438502132893, 0, 0;0.164460375905037;2;0.566653370857239
43590641;1000873164401466400;63741746121674;(-0.050, -0.084, -0.257);(357.991, 348.355, 358.703);VALID;0.00597651908174157, -0.0101380059495568, 0.999930739402771;0, 0, 0;VALID;0.0136912316083908, -0.011483009904623, 0.999840319156647;-0.0330438502132893, 0, 0;0.144545063376427;VALID;-0.00173855957109481, -0.00879238080233335, 0.999959826469421;0.0330438502132893, 0, 0;0.165347442030907;2;0.559162318706512
43590642;1000873164411470100;63741746121690;(-0.051, -0.084, -0.257);(357.947, 347.858, 358.729);VALID;0.00159227440599352, -0.00747334305197001, 0.99997079372406;0, 0, 0;VALID;0.00922074168920517, -0.00992960669100285, 0.999908208847046;-0.0330438502132893, 0, 0;0.143558755517006;VALID;-0.00603629555553198, -0.00501659931614995, 0.999969184398651;0.0330438502132893, 0, 0;0.162392973899841;2;0.522319138050079
43590643;1000873164421532800;63741746121690;(-0.051, -0.084, -0.257);(357.947, 347.858, 358.729);VALID;-0.0229744724929333, 0.0034404112957418, 0.999730110168457;0, 0, 0;VALID;-0.0287804342806339, -2.00349513761466E-05, 0.999585747718811;-0.0330438502132893, 0, 0;0.142745062708855;VALID;-0.0171674620360136, 0.0069007002748549, 0.999828815460205;0.0330438502132893, 0, 0;0.161358386278152;2;0.16063180565834
43590644;1000873164431578600;63741746121707;(-0.052, -0.084, -0.257);(357.883, 347.314, 358.750);VALID;-0.0775669366121292, 0.0212701596319675, 0.996760249137878;0, 0, 0;VALID;-0.0837535709142685, 0.0181143842637539, 0.996321856975555;-0.0330438502132893, 0, 0;0.142140999436378;VALID;-0.0713765397667885, 0.0244249049574137, 0.997150361537933;0.0330438502132893, 0, 0;0.160220801830292;2;0
43590645;1000873164441631100;63741746121707;(-0.052, -0.084, -0.257);(357.883, 347.314, 358.750);VALID;-0.135107606649399, 0.0438119955360889, 0.989861845970154;0, 0, 0;VALID;-0.138003662228584, 0.0450749285519123, 0.989405512809753;-0.0330438502132893, 0, 0;0.141021817922592;VALID;-0.132210180163383, 0.0425486154854298, 0.990308046340942;0.0330438502132893, 0, 0;0.161000624299049;2;0
43590646;1000873164451582400;63741746121723;(-0.053, -0.084, -0.258);(357.817, 346.729, 358.768);VALID;-0.179738879203796, 0.064892053604126, 0.981571674346924;0, 0, 0;VALID;-0.182300180196762, 0.0716260075569153, 0.980630576610565;-0.0330438502132893, 0, 0;0.141427710652351;VALID;-0.177168101072311, 0.0581546761095524, 0.982460916042328;0.0330438502132893, 0, 0;0.160778775811195;2;0
43590647;1000873164461593900;63741746121740;(-0.054, -0.084, -0.258);(357.777, 346.122, 358.807);VALID;-0.22847780585289, 0.0840698927640915, 0.969912469387054;0, 0, 0;VALID;-0.231273472309113, 0.0938654914498329, 0.968350052833557;-0.0330438502132893, 0, 0;0.141961812973022;VALID;-0.225657850503922, 0.0742653608322144, 0.971371829509735;0.0330438502132893, 0, 0;0.161609932780266;2;0
43590648;1000873164471635000;63741746121740;(-0.054, -0.084, -0.258);(357.777, 346.122, 358.807);VALID;-0.279616147279739, 0.107123121619225, 0.954117119312286;0, 0, 0;VALID;-0.277751535177231, 0.124765418469906, 0.952516496181488;-0.0330438502132893, 0, 0;0.148259028792381;VALID;-0.281392067670822, 0.0894468277692795, 0.955414950847626;0.0330438502132893, 0, 0;0.163675501942635;2;0
43590649;1000873164481570400;63741746121757;(-0.055, -0.084, -0.258);(357.717, 345.441, 358.863);VALID;-0.32865771651268, 0.127153158187866, 0.935850501060486;0, 0, 0;VALID;-0.317659080028534, 0.150975376367569, 0.936108529567719;-0.0330438502132893, 0, 0;0.146443739533424;VALID;-0.339430063962936, 0.103243373334408, 0.934948146343231;0.0330438502132893, 0, 0;0.163112863898277;0.52232152223587;0
43590650;1000873164491747400;63741746121773;(-0.056, -0.084, -0.258);(357.667, 344.762, 358.921);VALID;-0.333084464073181, 0.157247811555862, 0.929692327976227;-0.0330438502132893, 0, 0;VALID;-0.333084464073181, 0.157247811555862, 0.929692327976227;-0.0330438502132893, 0, 0;0.148887500166893;INVALID;;;;2;0
43590651;1000873164501756200;63741746121773;(-0.056, -0.084, -0.258);(357.667, 344.762, 358.921);VALID;-0.344422310590744, 0.168690904974937, 0.923534870147705;-0.0330438502132893, 0, 0;VALID;-0.344422310590744, 0.168690904974937, 0.923534870147705;-0.0330438502132893, 0, 0;0.148835062980652;INVALID;;;;2;0
43590652;1000873164511728000;63741746121790;(-0.057, -0.084, -0.258);(357.625, 344.065, 358.979);VALID;-0.356316328048706, 0.179156467318535, 0.917028725147247;-0.0330438502132893, 0, 0;VALID;-0.356316328048706, 0.179156467318535, 0.917028725147247;-0.0330438502132893, 0, 0;0.149262964725494;INVALID;;;;2;0
43590653;1000873164521728800;63741746121791;(-0.057, -0.084, -0.258);(357.625, 344.065, 358.979);VALID;-0.369865089654922, 0.190354228019714, 0.909376204013824;-0.0330438502132893, 0, 0;VALID;-0.369865089654922, 0.190354228019714, 0.909376204013824;-0.0330438502132893, 0, 0;0.146111384034157;INVALID;;;;2;0
43590654;1000873164531745300;63741746121807;(-0.058, -0.084, -0.258);(357.597, 343.400, 359.027);VALID;-0.382269978523254, 0.202964499592781, 0.901484906673431;-0.0330438502132893, 0, 0;VALID;-0.382269978523254, 0.202964499592781, 0.901484906673431;-0.0330438502132893, 0, 0;0.145684346556664;INVALID;;;;2;0
43590655;1000873164541744600;63741746121824;(-0.060, -0.084, -0.258);(357.570, 342.736, 359.067);VALID;-0.391811221837997, 0.217018127441406, 0.894084513187408;-0.0330438502132893, 0, 0;VALID;-0.391811221837997, 0.217018127441406, 0.894084513187408;-0.0330438502132893, 0, 0;0.146062642335892;INVALID;;;;2;0
43590656;1000873164551689800;63741746121824;(-0.060, -0.084, -0.258);(357.570, 342.736, 359.067);VALID;-0.396030962467194, 0.230648413300514, 0.888797402381897;-0.0330438502132893, 0, 0;VALID;-0.396030962467194, 0.230648413300514, 0.888797402381897;-0.0330438502132893, 0, 0;0.145765751600266;INVALID;;;;2;0
43590657;1000873164561894700;63741746121840;(-0.061, -0.084, -0.259);(357.568, 342.090, 359.109);VALID;-0.394891023635864, 0.236285045742989, 0.887823462486267;-0.0330438502132893, 0, 0;VALID;-0.394891023635864, 0.236285045742989, 0.887823462486267;-0.0330438502132893, 0, 0;0.14458304643631;INVALID;;;;2;0
43590658;1000873164571846000;63741746121840;(-0.061, -0.084, -0.259);(357.568, 342.090, 359.109);VALID;-0.394188463687897, 0.237940803170204, 0.887693464756012;-0.0330438502132893, 0, 0;VALID;-0.394188463687897, 0.237940803170204, 0.887693464756012;-0.0330438502132893, 0, 0;0.144701644778252;INVALID;;;;2;0
43590659;1000873164581871400;63741746121857;(-0.062, -0.084, -0.259);(357.579, 341.506, 359.153);VALID;-0.392026990652084, 0.238712787628174, 0.888443052768707;-0.0330438502132893, 0, 0;VALID;-0.392026990652084, 0.238712787628174, 0.888443052768707;-0.0330438502132893, 0, 0;0.143712028861046;INVALID;;;;2;0
43590660;1000873164591877800;63741746121857;(-0.062, -0.084, -0.259);(357.579, 341.506, 359.153);VALID;-0.389851421117783, 0.237808391451836, 0.889642059803009;-0.0330438502132893, 0, 0;VALID;-0.389851421117783, 0.237808391451836, 0.889642059803009;-0.0330438502132893, 0, 0;0.144359320402145;INVALID;;;;2;0
43590661;1000873164601838900;63741746121874;(-0.063, -0.084, -0.259);(357.602, 340.973, 359.216);VALID;-0.388242930173874, 0.235882088541985, 0.890857458114624;-0.0330438502132893, 0, 0;VALID;-0.388242930173874, 0.235882088541985, 0.890857458114624;-0.0330438502132893, 0, 0;0.143686801195145;INVALID;;;;2;0
43590662;1000873164611839900;63741746121891;(-0.064, -0.084, -0.259);(357.631, 340.486, 359.275);VALID;-0.386376708745956, 0.233718708157539, 0.892237961292267;-0.0330438502132893, 0, 0;VALID;-0.386376708745956, 0.233718708157539, 0.892237961292267;-0.0330438502132893, 0, 0;0.143214270472527;INVALID;;;;2;0
43590663;1000873164622022200;63741746121891;(-0.064, -0.084, -0.259);(357.631, 340.486, 359.275);VALID;-0.384033501148224, 0.233128845691681, 0.893403172492981;-0.0330438502132893, 0, 0;VALID;-0.384033501148224, 0.233128845691681, 0.893403172492981;-0.0330438502132893, 0, 0;0.145483165979385;INVALID;;;;2;0
43590664;1000873164631951200;63741746121907;(-0.065, -0.084, -0.259);(357.643, 340.029, 359.322);VALID;-0.382431775331497, 0.231941774487495, 0.894398629665375;-0.0330438502132893, 0, 0;VALID;-0.382431775331497, 0.231941774487495, 0.894398629665375;-0.0330438502132893, 0, 0;0.145371958613396;INVALID;;;;2;0
43590665;1000873164641990300;63741746121907;(-0.065, -0.084, -0.259);(357.643, 340.029, 359.322);VALID;-0.381414026021957, 0.230544939637184, 0.895194053649902;-0.0330438502132893, 0, 0;VALID;-0.381414026021957, 0.230544939637184, 0.895194053649902;-0.0330438502132893, 0, 0;0.141772225499153;INVALID;;;;2;0
43590666;1000873164651942200;63741746121924;(-0.065, -0.084, -0.259);(357.664, 339.642, 359.389);VALID;-0.380618363618851, 0.229699447751045, 0.895749866962433;-0.0330438502132893, 0, 0;VALID;-0.380618363618851, 0.229699447751045, 0.895749866962433;-0.0330438502132893, 0, 0;0.144203186035156;INVALID;;;;2;0
43590667;1000873164661978300;63741746121941;(-0.066, -0.084, -0.258);(357.690, 339.267, 359.449);VALID;-0.379498362541199, 0.229061707854271, 0.896388173103333;-0.0330438502132893, 0, 0;VALID;-0.379498362541199, 0.229061707854271, 0.896388173103333;-0.0330438502132893, 0, 0;0.143619030714035;INVALID;;;;2;0
43590668;1000873164671987100;63741746121941;(-0.066, -0.084, -0.258);(357.690, 339.267, 359.449);VALID;-0.377765834331512, 0.228533521294594, 0.897254347801209;-0.0330438502132893, 0, 0;VALID;-0.377765834331512, 0.228533521294594, 0.897254347801209;-0.0330438502132893, 0, 0;0.143560156226158;INVALID;;;;2;0
43590669;1000873164682096700;63741746121957;(-0.067, -0.084, -0.258);(357.720, 338.946, 359.504);VALID;-0.375585794448853, 0.227967515587807, 0.898312926292419;-0.0330438502132893, 0, 0;VALID;-0.375585794448853, 0.227967515587807, 0.898312926292419;-0.0330438502132893, 0, 0;0.142721652984619;INVALID;;;;2;0
43590670;1000873164692127100;63741746121974;(-0.068, -0.084, -0.258);(357.768, 338.650, 359.584);VALID;-0.372778922319412, 0.227177873253822, 0.899681091308594;-0.0330438502132893, 0, 0;VALID;-0.372778922319412, 0.227177873253822, 0.899681091308594;-0.0330438502132893, 0, 0;0.142974093556404;INVALID;;;;2;0
43590671;1000873164702120900;63741746121974;(-0.068, -0.084, -0.258);(357.768, 338.650, 359.584);VALID;-0.369729489088058, 0.226435929536819, 0.901125311851501;-0.0330438502132893, 0, 0;VALID;-0.369729489088058, 0.226435929536819, 0.901125311851501;-0.0330438502132893, 0, 0;0.141889810562134;INVALID;;;;2;0
43590672;1000873164712066500;63741746121990;(-0.068, -0.084, -0.258);(357.817, 338.376, 359.669);VALID;-0.366983205080032, 0.225421726703644, 0.902501165866852;-0.0330438502132893, 0, 0;VALID;-0.366983205080032, 0.225421726703644, 0.902501165866852;-0.0330438502132893, 0, 0;0.141789674758911;INVALID;;;;2;0
43590673;1000873164722143600;63741746121990;(-0.068, -0.084, -0.258);(357.817, 338.376, 359.669);VALID;-0.363902807235718, 0.224419116973877, 0.903997123241425;-0.0330438502132893, 0, 0;VALID;-0.363902807235718, 0.224419116973877, 0.903997123241425;-0.0330438502132893, 0, 0;0.13659305870533;INVALID;;;;2;0.105301573872566
43590674;1000873164732116100;63741746122007;(-0.069, -0.084, -0.258);(357.880, 338.140, 359.761);VALID;-0.360641211271286, 0.224444955587387, 0.905296862125397;-0.0330438502132893, 0, 0;VALID;-0.360641211271286, 0.224444955587387, 0.905296862125397;-0.0330438502132893, 0, 0;0.135252222418785;INVALID;;;;2;0.320414036512375
43590676;1000873164752239100;63741746122024;(-0.070, -0.084, -0.258);(357.946, 337.913, 359.869);VALID;-0.354241371154785, 0.224265351891518, 0.907864570617676;-0.0330438502132893, 0, 0;VALID;-0.354241371154785, 0.224265351891518, 0.907864570617676;-0.0330438502132893, 0, 0;0.134351998567581;INVALID;;;;2;0.523027956485748
43590677;1000873164762206300;63741746122040;(-0.070, -0.085, -0.258);(358.019, 337.722, 359.978);VALID;-0.351379871368408, 0.223998889327049, 0.9090416431427;-0.0330438502132893, 0, 0;VALID;-0.351379871368408, 0.223998889327049, 0.9090416431427;-0.0330438502132893, 0, 0;0.134688630700111;INVALID;;;;2;0.504374444484711
43590678;1000873164772267700;63741746122040;(-0.070, -0.085, -0.258);(358.019, 337.722, 359.978);VALID;-0.349020719528198, 0.223668143153191, 0.910031378269196;-0.0330438502132893, 0, 0;VALID;-0.349020719528198, 0.223668143153191, 0.910031378269196;-0.0330438502132893, 0, 0;0.134690225124359;INVALID;;;;2;0.50200891494751
43590679;1000873164782225400;63741746122057;(-0.071, -0.085, -0.258);(358.137, 337.534, 0.098);VALID;-0.346916764974594, 0.223464176058769, 0.910885572433472;-0.0330438502132893, 0, 0;VALID;-0.346916764974594, 0.223464176058769, 0.910885572433472;-0.0330438502132893, 0, 0;0.132582172751427;INVALID;;;;2;0.507218837738037
43590680;1000873164792258900;63741746122074;(-0.072, -0.085, -0.258);(358.276, 337.380, 0.227);VALID;-0.344716459512711, 0.223473116755486, 0.911718308925629;-0.0330438502132893, 0, 0;VALID;-0.344716459512711, 0.223473116755486, 0.911718308925629;-0.0330438502132893, 0, 0;0.133659407496452;INVALID;;;;2;0.513460516929626
43590681;1000873164802246200;63741746122074;(-0.072, -0.085, -0.258);(358.276, 337.380, 0.227);VALID;-0.343225121498108, 0.223319038748741, 0.912318527698517;-0.0330438502132893, 0, 0;VALID;-0.343225121498108, 0.223319038748741, 0.912318527698517;-0.0330438502132893, 0, 0;0.137264266610146;INVALID;;;;2;0.535779535770416
43590682;1000873164812312800;63741746122090;(-0.073, -0.085, -0.257);(358.389, 337.236, 0.362);VALID;-0.341267377138138, 0.223479136824608, 0.913013517856598;-0.0330438502132893, 0, 0;VALID;-0.341267377138138, 0.223479136824608, 0.913013517856598;-0.0330438502132893, 0, 0;0.136493965983391;INVALID;;;;2;0.544359862804413
43590683;1000873164822346200;63741746122090;(-0.073, -0.085, -0.257);(358.389, 337.236, 0.362);VALID;-0.338689893484116, 0.223725438117981, 0.913912534713745;-0.0330438502132893, 0, 0;VALID;-0.338689893484116, 0.223725438117981, 0.913912534713745;-0.0330438502132893, 0, 0;0.13054396212101;INVALID;;;;2;0.537018954753876
43590684;1000873164832392300;63741746122107;(-0.073, -0.085, -0.258);(358.541, 337.120, 0.515);VALID;-0.337122559547424, 0.223520189523697, 0.914542019367218;-0.0330438502132893, 0, 0;VALID;-0.337122559547424, 0.223520189523697, 0.914542019367218;-0.0330438502132893, 0, 0;0.135847210884094;INVALID;;;;2;0.539899170398712
43590685;1000873164842374800;63741746122124;(-0.074, -0.086, -0.257);(358.710, 337.013, 0.685);VALID;-0.335681319236755, 0.223601534962654, 0.915052115917206;-0.0330438502132893, 0, 0;VALID;-0.335681319236755, 0.223601534962654, 0.915052115917206;-0.0330438502132893, 0, 0;0.131732136011124;INVALID;;;;2;0.536406755447388
43590686;1000873164852308600;63741746122124;(-0.074, -0.086, -0.257);(358.710, 337.013, 0.685);VALID;-0.334732323884964, 0.223722487688065, 0.915370166301727;-0.0330438502132893, 0, 0;VALID;-0.334732323884964, 0.223722487688065, 0.915370166301727;-0.0330438502132893, 0, 0;0.135335564613342;INVALID;;;;2;0.542567610740662
43590687;1000873164862400200;63741746122141;(-0.075, -0.086, -0.257);(358.865, 336.920, 0.852);VALID;-0.333304911851883, 0.22401636838913, 0.915819048881531;-0.0330438502132893, 0, 0;VALID;-0.333304911851883, 0.22401636838913, 0.915819048881531;-0.0330438502132893, 0, 0;0.136043652892113;INVALID;;;;2;0.549483180046082
43590688;1000873164872337800;63741746122141;(-0.075, -0.086, -0.257);(358.865, 336.920, 0.852);VALID;-0.33209040760994, 0.224452540278435, 0.916153371334076;-0.0330438502132893, 0, 0;VALID;-0.33209040760994, 0.224452540278435, 0.916153371334076;-0.0330438502132893, 0, 0;0.135969310998917;INVALID;;;;2;0.566035926342011
43590689;1000873164882443300;63741746122157;(-0.076, -0.086, -0.258);(359.009, 336.823, 1.013);VALID;-0.330591648817062, 0.224891543388367, 0.916587650775909;-0.0330438502132893, 0, 0;VALID;-0.330591648817062, 0.224891543388367, 0.916587650775909;-0.0330438502132893, 0, 0;0.131602570414543;INVALID;;;;2;0.588952302932739
43590690;1000873164892461200;63741746122174;(-0.077, -0.086, -0.258);(359.143, 336.701, 1.178);VALID;-0.329000055789948, 0.226330280303955, 0.916806161403656;-0.0330438502132893, 0, 0;VALID;-0.329000055789948, 0.226330280303955, 0.916806161403656;-0.0330438502132893, 0, 0;0.134214282035828;INVALID;;;;2;0.607547581195831
43590691;1000873164902467700;63741746122174;(-0.077, -0.086, -0.258);(359.143, 336.701, 1.178);VALID;-0.327495962381363, 0.228335529565811, 0.916847467422485;-0.0330438502132893, 0, 0;VALID;-0.327495962381363, 0.228335529565811, 0.916847467422485;-0.0330438502132893, 0, 0;0.135416135191917;INVALID;;;;2;0.617971479892731
43590692;1000873164912459600;63741746122191;(-0.077, -0.086, -0.257);(359.276, 336.571, 1.352);VALID;-0.325945794582367, 0.230355829000473, 0.916894495487213;-0.0330438502132893, 0, 0;VALID;-0.325945794582367, 0.230355829000473, 0.916894495487213;-0.0330438502132893, 0, 0;0.131475329399109;INVALID;;;;2;0.632600486278534
43590693;1000873164922490300;63741746122191;(-0.077, -0.086, -0.257);(359.276, 336.571, 1.352);VALID;-0.324269503355026, 0.23316054046154, 0.916779935359955;-0.0330438502132893, 0, 0;VALID;-0.324269503355026, 0.23316054046154, 0.916779935359955;-0.0330438502132893, 0, 0;0.134231761097908;INVALID;;;;2;0.636061251163483
43590694;1000873164932468100;63741746122207;(-0.078, -0.087, -0.257);(359.419, 336.423, 1.516);VALID;-0.322753936052322, 0.235557615756989, 0.916701972484589;-0.0330438502132893, 0, 0;VALID;-0.322753936052322, 0.235557615756989, 0.916701972484589;-0.0330438502132893, 0, 0;0.134988993406296;INVALID;;;;2;0.655715227127075
43590695;1000873164942597100;63741746122207;(-0.078, -0.087, -0.257);(359.419, 336.423, 1.516);VALID;-0.321214944124222, 0.236341208219528, 0.917040765285492;-0.0330438502132893, 0, 0;VALID;-0.321214944124222, 0.236341208219528, 0.917040765285492;-0.0330438502132893, 0, 0;0.135747939348221;INVALID;;;;2;0.669110536575317
43590696;1000873164952561500;63741746122224;(-0.079, -0.087, -0.257);(359.582, 336.252, 1.706);VALID;-0.322531670331955, 0.234228268265724, 0.917120754718781;-0.0330438502132893, 0, 0;VALID;-0.322531670331955, 0.234228268265724, 0.917120754718781;-0.0330438502132893, 0, 0;0.141908064484596;INVALID;;;;2;0.677915096282959
43590697;1000873164962603100;63741746122241;(-0.080, -0.087, -0.257);(359.745, 336.039, 1.929);INVALID;;;INVALID;;;;INVALID;;;;;
43590698;1000873164972627200;63741746122241;(-0.080, -0.087, -0.257);(359.745, 336.039, 1.929);VALID;-0.336747944355011, -0.0199577510356903, 0.941383302211761;-0.0330438502132893, 0, 0;VALID;-0.336747944355011, -0.0199577510356903, 0.941383302211761;-0.0330438502132893, 0, 0;0.132868468761444;INVALID;;;;2;0
43590699;1000873164982620500;63741746122258;(-0.082, -0.087, -0.257);(359.915, 335.789, 2.171);VALID;-0.357032090425491, -0.0255706235766411, 0.933742046356201;-0.0330438502132893, 0, 0;VALID;-0.357032090425491, -0.0255706235766411, 0.933742046356201;-0.0330438502132893, 0, 0;0.134397014975548;INVALID;;;;2;0
43590700;1000873164992586400;63741746122274;(-0.083, -0.088, -0.257);(0.087, 335.519, 2.435);VALID;-0.379208147525787, -0.0640825405716896, 0.923089683055878;-0.0330438502132893, 0, 0;VALID;-0.379208147525787, -0.0640825405716896, 0.923089683055878;-0.0330438502132893, 0, 0;0.136987060308456;INVALID;;;;2;0
43590701;1000873165002748000;63741746122274;(-0.083, -0.088, -0.257);(0.087, 335.519, 2.435);VALID;-0.424714654684067, -0.175329804420471, 0.88818746805191;0, 0, 0;VALID;-0.404255986213684, -0.120290078222752, 0.906701385974884;-0.0330438502132893, 0, 0;0.135039001703262;VALID;-0.443563342094421, -0.229704916477203, 0.866306662559509;0.0330438502132893, 0, 0;0.151865988969803;0.171162724494934;0
43590702;1000873165012721300;63741746122290;(-0.084, -0.088, -0.257);(0.271, 335.196, 2.726);VALID;-0.437397181987762, -0.171989217400551, 0.882668375968933;0, 0, 0;VALID;-0.421516120433807, -0.150334745645523, 0.894272685050964;-0.0330438502132893, 0, 0;0.138350397348404;VALID;-0.452903926372528, -0.193496510386467, 0.870308637619019;0.0330438502132893, 0, 0;0.155033260583878;0.605848729610443;0
43590703;1000873165022749000;63741746122290;(-0.084, -0.088, -0.257);(0.271, 335.196, 2.726);VALID;-0.452594876289368, -0.161098286509514, 0.877043426036835;0, 0, 0;VALID;-0.430955052375793, -0.162993878126144, 0.88753068447113;-0.0330438502132893, 0, 0;0.13768170773983;VALID;-0.473971337080002, -0.159108951687813, 0.866045892238617;0.0330438502132893, 0, 0;0.155026093125343;2;0
43590704;1000873165032754500;63741746122308;(-0.086, -0.088, -0.257);(0.475, 334.834, 3.057);VALID;-0.458747029304504, -0.155250832438469, 0.87489902973175;0, 0, 0;VALID;-0.434937715530396, -0.169648915529251, 0.884335041046143;-0.0330438502132893, 0, 0;0.137248083949089;VALID;-0.482160359621048, -0.140718743205071, 0.864707827568054;0.0330438502132893, 0, 0;0.154494881629944;0.903633832931519;0
43590705;1000873165042774900;63741746122324;(-0.088, -0.089, -0.258);(0.695, 334.471, 3.380);VALID;-0.461204349994659, -0.15186582505703, 0.874200940132141;0, 0, 0;VALID;-0.43681201338768, -0.173445031046867, 0.882673263549805;-0.0330438502132893, 0, 0;0.13714998960495;VALID;-0.485074400901794, -0.130114644765854, 0.864738702774048;0.0330438502132893, 0, 0;0.153973430395126;0.703940689563751;0
43590706;1000873165052687300;63741746122324;(-0.088, -0.089, -0.258);(0.695, 334.471, 3.380);VALID;-0.461065351963043, -0.146724745631218, 0.875151753425598;0, 0, 0;VALID;-0.436367362737656, -0.170188948512077, 0.883526623249054;-0.0330438502132893, 0, 0;0.137928903102875;VALID;-0.485195934772491, -0.123079977929592, 0.865699827671051;0.0330438502132893, 0, 0;0.154608562588692;0.655314326286316;0
43590707;1000873165062740800;63741746122340;(-0.090, -0.089, -0.258);(0.909, 334.046, 3.725);VALID;-0.457786172628403, -0.14377236366272, 0.87736040353775;0, 0, 0;VALID;-0.435304135084152, -0.16744826734066, 0.884574115276337;-0.0330438502132893, 0, 0;0.138843670487404;VALID;-0.479756414890289, -0.119935713708401, 0.86916583776474;0.0330438502132893, 0, 0;0.15425518155098;0.656720340251923;0
43590708;1000873165072919300;63741746122340;(-0.090, -0.089, -0.258);(0.909, 334.046, 3.725);VALID;-0.455529421567917, -0.139679297804832, 0.879194319248199;0, 0, 0;VALID;-0.433738678693771, -0.164722427725792, 0.885854005813599;-0.0330438502132893, 0, 0;0.139282941818237;VALID;-0.476797938346863, -0.114476040005684, 0.871526777744293;0.0330438502132893, 0, 0;0.154653638601303;0.620422184467316;0
43590709;1000873165082881200;63741746122357;(-0.092, -0.090, -0.258);(1.086, 333.574, 4.092);VALID;-0.453142762184143, -0.136755540966988, 0.880885660648346;0, 0, 0;VALID;-0.431956976652145, -0.162665113806725, 0.887103855609894;-0.0330438502132893, 0, 0;0.139258116483688;VALID;-0.473803460597992, -0.110687501728535, 0.873646676540375;0.0330438502132893, 0, 0;0.154828444123268;0.596460700035095;0
43590710;1000873165092864300;63741746122374;(-0.094, -0.090, -0.259);(1.280, 333.035, 4.498);VALID;-0.450394988059998, -0.133815512061119, 0.882744431495667;0, 0, 0;VALID;-0.429353505373001, -0.159452587366104, 0.88894909620285;-0.0330438502132893, 0, 0;0.139262557029724;VALID;-0.470923721790314, -0.108026072382927, 0.87553483247757;0.0330438502132893, 0, 0;0.155318632721901;0.603094816207886;0
43590711;1000873165102865700;63741746122374;(-0.094, -0.090, -0.259);(1.280, 333.035, 4.498);VALID;-0.447972178459167, -0.132043391466141, 0.88424289226532;0, 0, 0;VALID;-0.427275598049164, -0.156386718153954, 0.89049357175827;-0.0330438502132893, 0, 0;0.13915728032589;VALID;-0.468193888664246, -0.107560113072395, 0.877054929733276;0.0330438502132893, 0, 0;0.155565321445465;0.637603402137756;0
43590712;1000873165112842400;63741746122391;(-0.096, -0.090, -0.259);(1.481, 332.442, 4.930);VALID;-0.445855051279068, -0.13060088455677, 0.885526239871979;0, 0, 0;VALID;-0.426001727581024, -0.153836131095886, 0.891547501087189;-0.0330438502132893, 0, 0;0.139563634991646;VALID;-0.465275764465332, -0.107238918542862, 0.878645718097687;0.0330438502132893, 0, 0;0.155983030796051;0.668591141700745;0
